"timestamp","id","author"
"2021-02-10T15:23:08.643254+01:00","0","SYSTEM"
"2021-02-10T15:23:09.186478+01:00","1","SYSTEM"
"2021-02-10T15:23:15.816001+01:00","2","SYSTEM"
"2020-01-01T00:00+01:00","3","SYSTEM"
"2021-02-09T10:32:02.167881+01:00","4","SYSTEM"
"2021-02-09T10:32:02.746320+01:00","5","SYSTEM"
"2021-02-09T10:32:07.640941+01:00","6","SYSTEM"
"2020-01-01T00:00+01:00","7","SYSTEM"
"2020-12-13T12:08:47.000529+01:00","8","SYSTEM"
"2020-12-13T12:08:47.583475+01:00","9","SYSTEM"
"2020-12-13T12:08:50.902269+01:00","10","SYSTEM"
"2019-12-31T23:00+01:00","11","SYSTEM"
"2020-08-10T13:37:40.100121+02:00","12","SYSTEM"
"2020-08-10T13:37:45.257299+02:00","13","SYSTEM"
"2020-08-10T13:38:14.429229+02:00","14","SYSTEM"
"2019-11-20T13:48:49+01:00","15","SYSTEM"
"2019-11-20T13:48:53+01:00","16","SYSTEM"
"2019-11-20T12:16:30+01:00","17","SYSTEM"
"2019-11-20T12:16:35+01:00","18","SYSTEM"
"2019-11-17T16:50:22+01:00","19","SYSTEM"
"2019-11-17T16:50:30+01:00","20","SYSTEM"
"2019-11-17T17:32:35+01:00","21","SYSTEM"
"2019-11-17T17:32:45+01:00","22","SYSTEM"
"2019-08-24T15:30+02:00","23","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:01+02:00","24","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:02+02:00","25","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:03+02:00","26","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:04+02:00","27","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:05+02:00","28","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:06+02:00","29","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:07+02:00","30","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:08+02:00","31","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:09+02:00","32","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:10+02:00","33","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:11+02:00","34","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:12+02:00","35","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:13+02:00","36","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:14+02:00","37","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:15+02:00","38","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:16+02:00","39","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:17+02:00","40","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:18+02:00","41","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:19+02:00","42","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:20+02:00","43","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:21+02:00","44","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:22+02:00","45","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:23+02:00","46","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:24+02:00","47","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:25+02:00","48","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:26+02:00","49","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:27+02:00","50","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:28+02:00","51","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:29+02:00","52","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:30+02:00","53","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:31+02:00","54","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:32+02:00","55","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:33+02:00","56","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:34+02:00","57","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:35+02:00","58","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:36+02:00","59","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:37+02:00","60","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:38+02:00","61","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:39+02:00","62","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:40+02:00","63","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:41+02:00","64","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:42+02:00","65","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:43+02:00","66","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:44+02:00","67","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:45+02:00","68","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:46+02:00","69","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:47+02:00","70","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:48+02:00","71","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:49+02:00","72","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:50+02:00","73","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:51+02:00","74","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:52+02:00","75","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:53+02:00","76","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:54+02:00","77","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:55+02:00","78","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:56+02:00","79","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:57+02:00","80","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:58+02:00","81","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:30:59+02:00","82","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-07-24T16:30:18+02:00","83","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-08-24T15:29:17+02:00","84","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:35:24+01:00","85","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:35:31+01:00","86","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:35:35+01:00","87","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:35:38+01:00","88","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:35:42+01:00","89","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:37:17+01:00","90","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:37:43+01:00","91","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:39:01+01:00","92","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:39:45+01:00","93","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T17:40:51+01:00","94","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:54:32+01:00","95","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:55:03+01:00","96","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:55:24+01:00","97","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2020-12-13T12:10:54.599195+01:00","232","SYSTEM"
"2019-11-17T16:56:02+01:00","98","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:56:16+01:00","99","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:56:37+01:00","100","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:56:52+01:00","101","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-17T16:57:13+01:00","102","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-22T09:48+01:00","103","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-22T09:48:56+01:00","104","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-22T09:49:28+01:00","105","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-11-22T09:50:48+01:00","106","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:51:48+01:00","107","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","108","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","109","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","110","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","111","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","112","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","113","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2019-12-09T11:52:34+01:00","114","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2020-08-10T13:38:55.147722+02:00","115","SYSTEM"
"2020-08-10T13:39:00.524121+02:00","116","SYSTEM"
"2020-08-10T13:39:02.947600+02:00","117","SYSTEM"
"2020-08-10T13:42:40.448172+02:00","118","SYSTEM"
"2020-08-10T13:42:40.735428+02:00","119","SYSTEM"
"2020-08-10T13:42:41.073059+02:00","120","USER:4ce404a8-3429-4f03-b4c9-62d1c525ca02"
"2020-08-10T13:42:42.540749+02:00","121","SYSTEM"
